location,logical_location,country,spot,latitude,longitude,activity,description,price_class,prominence_score,tags,image_url
Jackson Hole,Wyoming Rockies,United States,Jackson Hole Mountain Resort,43.57,-110.8314,Skiing and snowboarding,"Renowned for challenging terrain, extreme vertical, and abundant powder.",$$$$,9,"skiing, snowboarding, extreme, powder, steep",https://pixabay.com/get/g3063af4d59f45aaa17326700a73fead10cacf20efe072523b201937623b6c9df102dae7b68db39934bdec8561a2b16fd4f893d218c420365fe58f37e6c5fd7ea_640.jpg
Big Sky,Montana Rockies,United States,Big Sky Resort,44.9046,-111.3833,Skiing and snowboarding,"Boasts the 'Biggest Skiing in America' with vast, diverse terrain.",$$$$,9,"skiing, snowboarding, vast terrain, powder, big mountain",https://pixabay.com/get/g29855eacb9561c21a98ae31a24738a9d47e64ddb6f1df6da265f81d7f429a5ce750749d1690b0dbb687804b96680597c63bbdfa02724e1b61bd78216fc3753b1_640.jpg
Park City,Utah Wasatch Range,United States,Park City Mountain Resort,40.6545,-111.4984,Skiing and snowboarding,"The largest ski resort in the US, with extensive terrain and terrain parks.",$$$$,9,"skiing, snowboarding, largest resort, terrain parks, family-friendly",https://pixabay.com/get/gd4f47ce15d0f1194690a781c621d1bea272c60dab67622d31a8191789e769ce996e433154db3214f0138bb456cbef7360f532b179b96c238bf68613a9edf91c8_640.jpg
Killington,Green Mountains,United States,Killington Resort,43.6169,-72.8056,Skiing and snowboarding,Known as the 'Beast of the East' for its size and challenging terrain.,$$$,9,"skiing, snowboarding, large, challenging, longest season",https://pixabay.com/get/g1af538128cec92ae7116246caf178e6e1d468a78bf97845fdbdd419e3874f38dba9c5eceabe9dc4b4c79280ed826a4f69306120bc246d322ee610d7759312be2_640.jpg
Mont-Tremblant,Laurentian Mountains,Canada,Mont Tremblant Resort,46.2057,-74.5948,Skiing and snowboarding,A premier resort in Eastern Canada with a European-style village.,$$$,9,"skiing, snowboarding, eastern canada, village, varied terrain",https://pixabay.com/get/gd89cbafe16a9df63347010ae173df28cc217fa79bb6c2389f76e4ca37e1ce394c9fabaa838c65feaa5b3d1df2a9ab9555f386981870a5b690ebabf5fcad6412d_640.jpg
Papallacta,Andes Mountains,Ecuador,Termas de Papallacta,-0.361389,-78.130278,"Soak in natural hot springs, spa treatments, hiking",Volcanic hot springs with a spa and hotel amidst stunning Andean scenery.,$$$,7,"hot springs,spa,nature,hiking,mountains",https://pixabay.com/get/g14b7672ea02399ffd46bf7c8b99aa99a829b873058387096dca3dacda8fa1f0d78746d1e0ad896f9835d2b3bc942f3b41d073ba332705590d19bb696ed71b95d_640.jpg
Sacred Valley,Andes Mountains,Peru,Munay Sonqo Eco Resort,-13.374028,-71.751089,"Yoga retreats, meditation, spa treatments, cultural immersion","Eco-luxury retreat center offering yoga, meditation, and holistic wellness in the Sacred Valley.",$$$$,7,"yoga,retreat,wellness,meditation,sacred valley",https://pixabay.com/get/g8763152e846dfbacfc981b76dac4aba627c867471902f897e88f7eb8d71181a046f89c5ae2bd481660e0b05bfe587d04bcb50348f56f66307fc99aeb0b32d2b1_640.jpg
Cusco,Andes Mountains,Peru,Cocalmayo Hot Springs,-13.143889,-72.6075,Relaxing in natural hot springs with mountain views,"Beautifully set natural hot springs near the Urubamba River, perfect for post-trek relaxation.",$$,6,"hot springs,nature,relaxation,trekking,mountains",https://pixabay.com/get/g6ce4a2cd06de4a5d421e93aaa0909439c34c86d4e57c7f992174315656768065169dd97ee84886d4cfcaa85304bad9d326673bc2f0cf5322f2fae2f3f1c6cd1d_640.jpg
Pucón,Lake District,Chile,Termas Geométricas,-39.467417,-71.754167,Bathing in unique architectural hot springs surrounded by forest,An architectural marvel with 20 hot spring pools set amidst a dramatic forest canyon.,$$$,8,"hot springs,nature,architecture,adventure,forest",https://pixabay.com/get/g206bc6af5f14ab5b08a37a5e6617bce83fc74993c80594fbeda619a77678d4bea6b24b620860b0c3f35f66570e4c70eb_640.jpg
San Pedro de Atacama,Atacama Desert,Chile,Puritama Hot Springs,-23.016667,-68.166667,Soak in thermal pools in a desert oasis,Natural thermal pools with mineral-rich waters in a serene desert canyon setting.,$$$,7,"hot springs,desert,nature,relaxation,oasis",https://pixabay.com/get/ge1e63fa16461526d9c8b49225de6c2828f7bf17d63e94ec9eaba760d307750bab2092f00440dc1f770d15e78b2b19f4479e5ea2e16c086ed1e3cfe667f5c86d8_640.jpg
Amazon Rainforest,Amazon Basin,Ecuador,La Selva Eco-Lodge & Retreat,0.75,-76.75,"Yoga sessions, spa treatments, nature immersion","An eco-lodge offering spa, yoga, and deep connection with the Amazon rainforest.",$$$$,7,"amazon,lodge,wellness,yoga,spa,nature",https://pixabay.com/get/g7533a8e126b694b6f91090d00cc17cd087c48b4c9efd05bc0f2ba608ef3ad6cf33deecb072bd955067670cbe52e0e0488b675c2576b67efbabdbe3a7804d11ad_640.jpg
Rio de Janeiro,Atlantic Coast,Brazil,Maravilha Wellness Retreat Center,-22.983333,-41.916667,"Yoga, meditation, spa, ocean breeze","Oceanfront wellness retreat offering yoga, massages, and tranquil relaxation.",$$$,6,"wellness,yoga,retreat,ocean,relaxation",https://pixabay.com/get/g017731d1af68495d96684130ea8439faa1e219a9a2814b3546cfdb7d007c58cac05809cf2dd2fba6ec7d9b9b648edbdb10d9accbacabca7a011ac616b2fd83f9_640.jpg
Caldas Novas,Central Brazil,Brazil,Hot Park,-17.766667,-48.633333,Enjoying numerous natural hot spring pools,A city renowned for its vast hydrothermal complex and numerous natural hot spring pools.,$$,8,"hot springs,water park,family,relaxation,brazil",https://pixabay.com/get/gcb6671f85c01cd91444df46ca63021a52789427e10cde8779559e2b00de0da74f4d4378760650f3dbcf092548aca9039eb3ae770a39780dbae77acc107b24a2d_640.jpg
Buenos Aires,Río de la Plata,Argentina,Faena Spa,-34.610417,-58.363417,"Spa treatments, hammam, meditation",A luxurious spa in a stylish hotel offering a holistic wellness experience.,$$$$,7,"spa,luxury,wellness,meditation,buenos aires",https://pixabay.com/get/g5f715553b3fc7e2ee8aad18b2f18a8a4f0c6c42bd66e5798db89f2b3328cf4b283bda281c04aa00a856bd0f6be2f4fc2_640.jpg
Torres del Paine National Park,Patagonia,Chile,Explora Patagonia Lodge,-50.95,-72.966667,Relaxing with spa and stunning views after excursions,Luxury lodge inside the park with a spa offering breathtaking views of the Paine massif.,$$$$$,9,"lodge,spa,nature,patagonia,mountains,luxury",https://pixabay.com/get/g76a38c76531f8b0ccfb6453b26037e4963313e415f099c1c39cc1b18d8ce19a26e3be362e073f92aaf72204c6f45f6ef0c39c1c435afd62f0a4c0dc8d9ae5971_640.jpg
Montego Bay,Hip Strip,Jamaica,Margaritaville Montego Bay,0,0,"Dancing, drinking, water slides",Iconic beach bar and nightclub with water park and waterslide.,$$,8,"nightclub, beach bar, water park, live music, DJ",https://pixabay.com/get/gdb57f4d96b5765880a08556c714fdc31fbce498489c7779c67611c57016264057e0a1c254f69a7edf2615542fdbdebf3e76b50ba17547f6ec6a9a4a1a66eca75_640.jpg
San Juan,Old San Juan,Puerto Rico,La Placita de Santurce,0,0,"Salsa dancing, dining, live music","Open-air plaza buzzing with bars, food stalls, and live music.",$$,8,"plaza, salsa, live music, restaurants, bars",https://pixabay.com/get/gae7d48e496b7f05aebd552e809081b847f2cb4e222cd1aa4df4385a7f52e991d4e0737e6b0f4e7cd6a8bf41fcbec35da0b7c72727aa786f78f8cb3c217d21f4a_640.jpg
Bridgetown,St. Lawrence Gap,Barbados,Harbour Lights,0,0,"Beach club, dinner show, nightclub","Beachfront club with live music, DJs, and themed nights.",$$$,7,"nightclub, beach club, live music, dinner show",https://pixabay.com/get/g3fe3f7be15b5a273cd5aca86f052ab75c75215266c3be1d305f72663c635f40da4a0ae7fb2669e9399fefe07ba0e40eb_640.jpg
Nassau,Paradise Island,Bahamas,Aura Nightclub at Atlantis,0,0,"Dancing, cocktails, VIP experience","Upscale nightclub with a DJ, dance floor, and bars.",$$$,8,"nightclub, casino, cocktails, DJ",https://pixabay.com/get/g5460cf6f5a578b20285432a72b4d55caade21fe063c3bc5e05810fa4956f20681a00f16ea492c5b451eb7e4d3524fbac_640.jpg
Havana,Central Havana,Cuba,Gran Teatro de La Habana Alicia Alonso,0,0,"Ballet, theater performances, concerts",Historic theater and home to the Cuban National Ballet.,$$,9,"theater, ballet, opera, concerts",https://pixabay.com/get/g9bc7d88e91145866564b585c164c3a4176fbdfc6f139aaa630ccef153da2932951fdc8a4f3fdbbdd2d8026c8c8c6832f5c1c130e701d6b35e39863b754a83a88_640.jpg
Oranjestad,Downtown Oranjestad,Aruba,Maxime Night Club,0,0,"Dancing, music, cocktails",Vibrant nightclub with diverse music genres and energetic vibes.,$$,7,"nightclub, DJ, cocktails, dancing",https://pixabay.com/get/g949e28b521085d8b67103b1c7d87a48c9c0b875092d4e1095c3a5df764274a29a4c5287ee81d3393f2dc67bf1f1edb2a9eb4e287df7c1220146fffb045037349_640.jpg
Philipsburg,Maho Beach,Sint Maarten,Sunset Bar & Grill,0,0,"Watching planes land, drinks, sunset views",Famous bar near the airport runway with unique airplane views.,$$,7,"bar, beach, entertainment, sunset",https://pixabay.com/get/gc9f0c02a8ca6b6e1b576095e641d5b93c3acbc24880000b547b9c0eff3f9d7182424459c0329dd18576a7968327524346f197377b070fac88aac079ace0ea63a_640.jpg
St. Thomas,Charlotte Amalie,U.S. Virgin Islands,St. Thomas Carnival,0,0,"Parades, music, food, cultural events","Grand carnival celebration with music, pageantry, and street dancing.",$$,8,"festival, carnival, music, parade, food",https://pixabay.com/get/g87b2b6d2b11a4abbc22ad33cfc8853fd1dc45479075492b17b33893b01b0a2e3335eeb3be20484887042e1a6750fed0d16a5a4f9b67823507db1ac87f7716571_640.jpg
Montego Bay,Hip Strip,Jamaica,Pier 1,0,0,"Waterfront parties, dining, dancing",Iconic waterfront nightclub known for its lively Friday night parties.,$$,7,"nightclub, waterfront, live music, DJ",https://pixabay.com/get/gf70b9f56a62bd33bee4cdcb6a56ce3d2248de6cc626b661c9cb6b19581ea64a4cafe89a919e13824eeffbc259c0898562cbff1b0d5881c0c81ad37b456307641_640.jpg
Barbados,Bridgetown,Barbados,Oistins Fish Fry,0,0,"Local food, music, dancing, socializing","Bustling Friday night market with food stalls, music, and dancing.",$,8,"festival, fish fry, local food, music, dancing",https://pixabay.com/get/gd895cd85a64061b01ea45740e1e213a5497ed3a8fb0960aad4d307056dfe92d282269a13a799e631bff197003a388df785399149fa1de2a557b4f721cffc58b3_640.jpg
Port Douglas,Great Barrier Reef,Australia,Agincourt Reef,-15.97728,145.48911,Diving and Snorkeling,Pristine outer reef with exceptional visibility and diverse marine life.,$$$,9,"diving,snorkeling,reef,marine life,Great Barrier Reef",https://pixabay.com/get/ge50c856b5601ec34201f1bdbc2bae3b093b625c0460ca5c4385e298803d0d49ab7346936c064d59a82cd0929ffaa64a9152a9b19cdb031a817a31c2ba6cc089f_640.jpg
Ningaloo Reef,Western Australia,Australia,Ningaloo Marine Park,-21.9641,114.0993,Snorkeling and Diving with whale sharks,"World's largest fringing reef, famous for whale sharks and diverse marine life.",$$$,8,"snorkeling,diving,whale shark,marine life,fringing reef",https://pixabay.com/get/g8e71eb16d91d73f453207c669b12497f061ea83040f7ecd650eba95809442c3013ccb394d6d9e2a98455e31e99631265_640.jpg
Byron Bay,New South Wales,Australia,Julian Rocks Marine Reserve,-28.6333,153.6167,Diving and Snorkeling,"Volcanic rock formations teeming with marine biodiversity, great for diving.",$$,7,"diving,snorkeling,marine life,rocks,Byron Bay",https://pixabay.com/get/gac0cfdfdc164f6331a3d9efbeef8fe9de6d8c1e100c9eef844b208d627daa8788d3d07016b4c29e080259eefc670deadfc277911c4055089ca2683cebc97b882_640.jpg
Gold Coast,Queensland,Australia,Surfers Paradise,-28.0,153.4167,Surfing,"Iconic surf beach with consistent waves, suitable for various skill levels.",$$,8,"surfing,beach,waves,Gold Coast",https://pixabay.com/get/g25650591ca40e921b12e6024bfccf69cc52fb4614a70b85a94be6698039b06bb5eaef18c498c1aef0f096bc6fb293872_640.jpg
Bondi Beach,Sydney,Australia,Bondi Beach,-33.89079,151.27852,Surfing and Swimming,World-famous beach known for its surf breaks and vibrant atmosphere.,$$,9,"surfing,swimming,beach,Sydney",https://pixabay.com/get/g7e0de235e6a8206edd9cd39aba688035daa9e9eb15a1b1f5ff7218e81f12a924515af82f554b805d2dfebfd324e77aa2_640.jpg
Margaret River,Western Australia,Australia,Mainbreak,-33.9667,115.0167,Surfing,"World-class surf breaks, home to the WSL Margaret River Pro event.",$$$,8,"surfing,waves,competition,Margaret River",https://pixabay.com/get/g833eeda089462b2192a99187e789570b0c32593e2f70aa2993cf0acc811167dbd4adc84d7056ee19bab5a884225a2103b593058c00248e684405d00907690974_640.jpg
Bells Beach,Great Ocean Road,Australia,Bells Beach,-38.3653,144.1856,Surfing,"Iconic surf break, famous for the Rip Curl Pro and powerful waves.",$$,8,"surfing,waves,competition,Great Ocean Road",https://pixabay.com/get/gb251ba8a3e3e9c65ce479ddd2199013251fe3dbcd0b0d3b7e06593bf87840a8dd7bb3a5f2f5f172b7f7f21e10448fbfd1b7e87d5061a08f6dd626f188e39f952_640.jpg
The Whitsundays,Great Barrier Reef,Australia,Whitehaven Beach,-20.282677,149.034912,Kayaking and Snorkeling,Stunning island chain with silica sands and crystal-clear waters.,$$$,9,"kayaking,snorkeling,islands,beach,Great Barrier Reef",https://pixabay.com/get/gdba0f15bfe36c113d4942bfd0d897511e2c67634d7aebf45beb90ea8ce6cdde4a8e7c62f15dfe3dbd09fedb0ef94d6319d0b695603b0ab77145a99d74b78f314_640.jpg
Bay of Islands,Northland,New Zealand,Poor Knights Islands,-35.54,174.7167,Diving and Snorkeling,"Marine reserve with diverse underwater life and clear waters, rated by Jacques Cousteau.",$$,7,"diving,snorkeling,marine reserve,islands",https://pixabay.com/get/g83ca7571cec620451939f6116bac89705dfc5e755afe1b241b20d66901438d9ae2f9120db92976af258a6c30fad2a8f9573035682d1575ee5288d74ec78d82d1_640.jpg
Fiji,Mamanuca Islands,Fiji,Cloud Break,-17.7536,177.1869,Surfing,"World-renowned surf break known for its powerful, hollow waves.",$$$$,8,"surfing,waves,reef break,Fiji",https://pixabay.com/get/g311f25d4f2d7a598277115100286cb6d42d0ea508d0abdb9dda3ab229bad456890d54f6772fce60146dbab47effedd85972601bb8da360fe40fe4b7f1c05eb94_640.jpg
Rano Raraku,Easter Island,Chile,Moai Statues,-27.1076,-109.3563,Explore the quarry and see unfinished Moai statues.,Monolithic statues carved by the Rapa Nui people.,$$,9,"archaeology,monuments,history,culture",https://pixabay.com/get/g8a67f20dc4556f12cfca6d4365b33e7fdd5a853bc0ccd88281238b90816129b0cb36c8f786f66b201fbbd010f1334424_640.jpg
Ahu Tongariki,Easter Island,Chile,Ahu Tongariki,-27.135,-109.3219,Admire the largest ahu and 15 restored Moai statues.,Largest ceremonial platform with 15 Moai statues.,$$,8,"monuments,archaeology,history,culture",https://pixabay.com/get/g042f49f68569fbd2106b19a3bd99ca5ef05c56f0b391a977c7f091abc4d1a4ab0491ecc1675f2771a884d07308b179f7967dbd48ecadb5b4ed06563ca3ddd3e7_640.jpg
Levuka Historical Port Town,Ovalau Island,Fiji,Levuka Historic Town,-17.6784,178.8238,Wander through colonial-era buildings and learn about Fiji's first capital.,"Fiji's first capital, UNESCO site with colonial charm.",$$,7,"history,colonial,architecture,unesco",https://pixabay.com/get/ga3c5f3569a04b1ce7b248b41262fbac2644cdfc30ffa7082865da91d42e9d88a06263e6482e7e6b234c7a19e7575773b97e29a89beff021488c7dfd1338a3ffe_640.jpg
Sigatoka Sand Dunes National Park,"Coral Coast, Viti Levu",Fiji,Sigatoka Sand Dunes,-18.159,177.506,Explore ancient burial sites and discover artifacts in the sand.,Fiji's first national park with ancient archaeological significance.,$,6,"archaeology,history,nature,dunes",https://pixabay.com/get/gcf7a0f24f80369db543a5193ce720331e533e97cc10dd927a17974fef0ec1307f6ba31e2de1520eb835c36edcb8448e00d52dad8c95f474d48642f4a96b10d2d_640.jpg
Waitangi Treaty Grounds,Bay of Islands,New Zealand,Waitangi Treaty Grounds,-35.2713,173.965,Learn about the founding document of New Zealand and Māori culture.,"Birthplace of New Zealand, steeped in Māori history.",$$,8,"history,culture,maori,treaty",https://pixabay.com/get/g3e39cca8828ebcb194bc4dcbb2fdb2c81fe7507c09bf3d88ab55885ec8d075d96badc32918d0a469da9f46b619958dba_640.jpg
Te Puia,Rotorua,New Zealand,Te Puia Geothermal Valley,-38.1333,176.2495,Witness the Pōhutu geyser and explore a living Māori village.,Living Māori village with geothermal wonders and cultural heritage.,$$,7,"geothermal,culture,maori,village",https://pixabay.com/get/g1c4e69c049004ccc9c001bdfaba1e055520c2618bd00e83edbf99bea8b603bbea869aa2b21a0d9c23145d666d7d15b96cb0bfd9c71a67dded95581ab6f3fa3c4_640.jpg
Nan Madol,Pohnpei,Federated States of Micronesia,Nan Madol ruins,6.842,158.211,Explore the ancient city built on artificial islets.,"Megalithic city built on artificial islands, a UNESCO site.",$$,7,"archaeology,ancient city,ruins,unesco",https://pixabay.com/get/g2c426feb3ac5e3305649981f6f6ee64bdf7a2ae7bebbae8ed2c6b9cb8fbc0d09049d6665d61a7b8cdd46a51fb1e55f1d542a58129fd0da7633cc723fdcbfa52d_640.jpg
Momi Bay,Nadi,Fiji,Momi Battery Historic Park,-17.8431,177.2736,See World War II coastal defense guns.,World War II coastal defense site with historical guns.,$,5,"wwii,history,military,coastal",https://pixabay.com/get/g04c389f84ae148a5650a53310236259d701b4ace225f99483dc8b4a702e54252f224944824282820f8a03c8d72289de6c696db1d02dd11485f8a1e2b719ec987_640.jpg
Chief Roi Mata's Domain,Efate,Vanuatu,Chief Roi Mata's Domain,-17.7333,168.35,Visit the sacred sites associated with a legendary chief.,UNESCO World Heritage site linked to a revered chief.,$$,6,"unesco,history,culture,sacred",https://pixabay.com/get/g184ab4fc66b043ec53dbf8ba048287c68bd6019d326c8dfe7f1262b4d0c1bb976527e877696190c8e715f1c1e76a67250a06b631c38e03958b7f89780c755a62_640.jpg
Marae Taputapuātea,Ra'iātea,French Polynesia,Marae Taputapuātea,-16.8368,-151.4386,Explore this significant ancient Polynesian ceremonial site.,"Major ancient Polynesian ceremonial site, a UNESCO World Heritage site.",$$,7,"unesco,archaeology,polynesian,sacred",https://pixabay.com/get/gbb8d727e2fc627314bd6271751b92049985d804799ecd641159f6eb291f2b39559e4136abe0f8aca9d17b44fd1afaaff685819e8363c659b6efcbaef47c07e81_640.jpg
Luang Prabang,Luang Prabang,Laos,Wat Xieng Thong,19.8959,102.1343,"Explore one of the largest and most important temples in Laos, known for its classic Laotian architecture and historical significance.","A magnificent temple complex, crucial to Lao royal history and culture.",$,8,"temple, UNESCO, culture, history",https://pixabay.com/get/gd658c58d67bf96957fa2cb2ffed35327a24a7a8932ca4b6fb8bb4f948b53ed096a21d5a162c61edb6a267900ba4bef36e0f399b9047f970288cc1fda1942871f_640.jpg
Hoi An Ancient Town,Hoi An,Vietnam,Japanese Covered Bridge,15.8806,108.3386,"Cross the iconic Japanese Covered Bridge and explore the charming ancient town with its mix of Japanese, Chinese, and Vietnamese influences.",A UNESCO World Heritage trading port with unique architecture and vibrant culture.,$$,9,"UNESCO, architecture, history, market",https://pixabay.com/get/g1ff13ff5e1a379442429f2f02a816a3e0d396894254cc9457049a38d456b11f424121ff4d0eecced2091267ba1e92c9370d60fbe94262cc9251982d5e4110d00_640.jpg
Bagan,Mandalay Region,Myanmar,Shwezigon Pagoda,21.1773,94.8761,"Marvel at the golden stupa of Shwezigon Pagoda, a major religious shrine symbolizing Myanmar's Buddhist traditions.",Ancient city with thousands of temples and pagodas showcasing rich Buddhist heritage.,$,8,"temple, UNESCO, history, Buddhism",https://pixabay.com/get/g204a82ad0a6dddf7a6485d466a9a8129ca1e828614c07076dadadd19b4b9777caf62dc145b5c98a911574c7866153616ee69717007e45cc8189388196bfb5aff_640.jpg
