location,country,latitude,longitude,activity,description,price_class,prominence_score,tags,image_url
Fayoum Oasis,Egypt,29.3,30.75,Yoga and meditation retreats,Tranquil oasis offering a peaceful environment for yoga and mindfulness.,$$$,5,"yoga,meditation,nature,oasis","https://source.unsplash.com/800x600/?Fayoum,Oasis,Egypt"
Bora Bora,French Polynesia,-16.5004,-151.7417,Snorkeling and Diving,Iconic volcanic island with vibrant coral reefs and turquoise lagoons.,$$$$$,9,"snorkeling,diving,luxury,tropical","https://source.unsplash.com/800x600/?Bora,Bora,French,Polynesia"
Great Barrier Reef,Australia,-18.2871,147.6992,Snorkeling and Diving,"World's largest coral reef system, teeming with marine life.",$$$,10,"diving,snorkeling,nature,marine-life","https://source.unsplash.com/800x600/?Great,Barrier,Reef,Australia"
"Maui, Hawaii",USA,20.7984,-156.3319,Surfing,Famous for its consistent waves and stunning beaches like Jaws.,$$$,8,"surfing,beaches,adventure,tropical","https://source.unsplash.com/800x600/?Maui,Hawaii,USA"
Banff National Park,Canada,51.4968,-115.9281,Kayaking,Crystal-clear turquoise lakes surrounded by majestic Rocky Mountains.,$$,8,"kayaking,lakes,mountains,scenic","https://source.unsplash.com/800x600/?Banff,National,Park,Canada"
Cozumel,Mexico,20.5059,-86.9488,Diving and Snorkeling,Renowned for its vibrant coral reefs and clear Caribbean waters.,$$,7,"diving,snorkeling,reefs,caribbean","https://source.unsplash.com/800x600/?Cozumel,Mexico"
Costa Rica Pacific Coast,Costa Rica,9.7489,-83.7534,Surfing,Consistent swells and diverse surf breaks for all skill levels.,$$,7,"surfing,adventure,ecotourism,beaches","https://source.unsplash.com/800x600/?Costa,Rica,Pacific,Coast,Costa,Rica"
Kenai Fjords National Park,USA,59.9035,-150.4914,Kayaking,"Dramatic glaciers, wildlife viewing, and serene fjords.",$$$,6,"kayaking,glaciers,wildlife,adventure","https://source.unsplash.com/800x600/?Kenai,Fjords,National,Park,USA"
Bahamas,The Bahamas,25.0341,-77.3963,Snorkeling and Diving,"Crystal-clear waters, vibrant coral reefs, and diverse marine life.",$$$,8,"snorkeling,diving,islands,tropical","https://source.unsplash.com/800x600/?Bahamas,The,Bahamas"
Lake Tahoe,USA,39.0968,-120.0324,Kayaking and Paddleboarding,"Vast, deep blue alpine lake with stunning mountain vistas.",$$,7,"kayaking,lakes,mountains,scenic","https://source.unsplash.com/800x600/?Lake,Tahoe,USA"
Pacific Rim National Park Reserve,Canada,49.0095,-125.8489,Surfing,"Wild, rugged coastlines with powerful surf and old-growth rainforest.",$$,6,"surfing,beaches,nature,adventure","https://source.unsplash.com/800x600/?Pacific,Rim,National,Park,Reserve,Canada"
Chichen Itza,Mexico,20.6843,-88.5678,"Explore the ancient Mayan ruins, including El Castillo (the Temple of Kukulcan) and the Great Ball Court.","A vast pre-Columbian Mayan city and UNESCO World Heritage site, renowned for its iconic El Castillo pyramid.",$$,10,"history,archaeology,culture,unesco","https://source.unsplash.com/800x600/?Chichen,Itza,Mexico"
Tikal National Park,Guatemala,17.22194,-89.62361,"Climb pyramids, explore ancient temples, and spot wildlife in the rainforest.","Home to one of the largest and most magnificent Mayan archaeological sites, set within a lush rainforest.",$$,9,"history,archaeology,nature,unesco","https://source.unsplash.com/800x600/?Tikal,National,Park,Guatemala"
Copan Ruins,Honduras,14.8375,-89.1425,"Admire the intricate hieroglyphic staircase, stelae, and well-preserved plazas.",An important Maya city known for its exceptionally detailed stelae and hieroglyphic stairway.,$$,7,"history,archaeology,culture,unesco","https://source.unsplash.com/800x600/?Copan,Ruins,Honduras"
Panama Canal,Panama,9.08,-79.68,Take a boat tour through the locks or visit an observation center to witness its operation.,"A monumental man-made waterway connecting the Atlantic and Pacific oceans, a marvel of engineering.",$$$,9,"engineering,history,maritime,sightseeing","https://source.unsplash.com/800x600/?Panama,Canal,Panama"
Metropolitan Cathedral of San Salvador,El Salvador,13.698530983933804,-89.19119597562067,Visit the tomb of Archbishop Óscar Romero and admire the cathedral's unique architecture.,"A significant religious and historical landmark in San Salvador, known for its distinctive facade and Romero's tomb.",$,5,"culture,religion,history,architecture","https://source.unsplash.com/800x600/?Metropolitan,Cathedral,of,San,Salvador,El,Salvador"
Antigua Guatemala,Guatemala,14.5564,-90.7318,"Wander through cobblestone streets, visit colonial ruins, and enjoy views of surrounding volcanoes.","A stunning colonial city surrounded by volcanoes, preserving its historic architecture and charm.",$$,7,"history,colonial,architecture,scenic","https://source.unsplash.com/800x600/?Antigua,Guatemala,Guatemala"
Cerro Negro Volcano,Nicaragua,12.506,-86.702,Hike up the active volcano and try volcano boarding down its slopes.,"The youngest volcano in Central America, famous for offering thrilling volcano boarding experiences.",$$,6,"adventure,volcano,hiking,extreme-sports","https://source.unsplash.com/800x600/?Cerro,Negro,Volcano,Nicaragua"
Pacaya Volcano,Guatemala,14.38083,-90.60111,"Hike to observe volcanic activity, lava flows, and enjoy panoramic views.",An active and accessible volcano offering opportunities to witness geothermal activity and volcanic landscapes.,$$,6,"nature,volcano,hiking,adventure","https://source.unsplash.com/800x600/?Pacaya,Volcano,Guatemala"
Torre del Reformador,Guatemala,14.612928180888929,-90.51662230279308,Ascend the tower for panoramic views of Guatemala City.,"A prominent steel framework tower in Guatemala City, inspired by the Eiffel Tower.",$,4,"landmark,tower,cityscape,monument","https://source.unsplash.com/800x600/?Torre,del,Reformador,Guatemala"
La Paz Waterfall Gardens,Costa Rica,10.205097,-84.162233,Walk scenic trails to see five stunning waterfalls and observe diverse wildlife.,"A private nature park featuring spectacular waterfalls, lush gardens, and a wildlife sanctuary.",$$$,5,"nature,waterfalls,wildlife,scenic","https://source.unsplash.com/800x600/?La,Paz,Waterfall,Gardens,Costa,Rica"
Museo Larco,Peru,-12.07,-77.0692,"Explore the galleries of pre-Columbian art, including the famous erotic pottery collection.","A privately owned museum showcasing 5,000 years of Peruvian pre-Columbian history.",$$,7,"museum,history,archaeology,art","https://source.unsplash.com/800x600/?Museo,Larco,Peru"
Cartagena Old Town (Walled City),Colombia,10.3997,-75.5144,"Wander through colonial streets, visit historic plazas, and admire the vibrant architecture.",A UNESCO World Heritage site with stunning colonial architecture and Spanish fortifications.,$$,8,"history,architecture,colonial,unesco","https://source.unsplash.com/800x600/?Cartagena,Old,Town,Walled,City,Colombia"
Salineras de Maras,Peru,-13.30028,-72.15556,Witness thousands of ancient salt pans cascading down a hillside.,An ancient pre-Hispanic salt extraction site with thousands of salt pans.,$$,6,"landscape,history,unique,nature","https://source.unsplash.com/800x600/?Salineras,de,Maras,Peru"
Otavalo Market,Ecuador,0.2346,-78.2625,"Shop for colorful textiles, handicrafts, and local produce at one of South America's largest indigenous markets.",A vibrant indigenous market famous for its textiles and handicrafts.,$$,7,"market,culture,shopping,indigenous","https://source.unsplash.com/800x600/?Otavalo,Market,Ecuador"
Teatro Colón,Argentina,-34.6006,-58.3765,"Take a guided tour of one of the world's best opera houses, renowned for its acoustics.",A world-renowned opera house famed for its exceptional acoustics and architecture.,$$$,8,"opera,architecture,music,culture","https://source.unsplash.com/800x600/?Teatro,Colón,Argentina"
Museu do Amanhã,Brazil,-22.89413,-43.1794,"Explore interactive exhibits on science, sustainability, and the future of the planet.",A futuristic science museum focusing on sustainability and the future.,$$,7,"science,museum,modern,sustainability","https://source.unsplash.com/800x600/?Museu,do,Amanhã,Brazil"
Valparaíso Street Art,Chile,-33.0478,-71.6128,Wander through colorful neighborhoods adorned with vibrant murals and graffiti.,A bohemian port city famous for its vibrant and extensive street art.,$,7,"street art,culture,bohemian,visual art","https://source.unsplash.com/800x600/?Valparaíso,Street,Art,Chile"
Sacred Valley of the Incas,Peru,-13.3333,-72.0833,"Visit Inca ruins, traditional villages, and agricultural terraces in a stunning Andean valley.",A fertile valley dotted with Inca ruins and traditional villages.,$$,8,"archaeology,history,mountains,villages","https://source.unsplash.com/800x600/?Sacred,Valley,of,the,Incas,Peru"
Sugarloaf Mountain,Brazil,-22.94944,-43.15667,Ride the cable car to the summit for panoramic views of Rio de Janeiro.,Iconic peak offering breathtaking panoramic views of Rio de Janeiro.,$$$,9,"views,nature,iconic,cable car","https://source.unsplash.com/800x600/?Sugarloaf,Mountain,Brazil"
Parque Arví,Colombia,6.289337,-75.50953,"Explore nature trails, indigenous markets, and ecological diversity via cable car.","An ecological park offering hiking, nature, and indigenous culture.",$,5,"nature,hiking,eco-tourism,indigenous","https://source.unsplash.com/800x600/?Parque,Arví,Colombia"
El Yunque National Forest,Puerto Rico,18.3,-65.7833,Zip-lining and hiking,Explore the only tropical rainforest in the US National Forest System.,$$,7,"adventure,hiking,zip-lining,nature","https://source.unsplash.com/800x600/?El,Yunque,National,Forest,Puerto,Rico"
The Pitons,St. Lucia,13.777,-60.9833,Hiking and climbing,Iconic volcanic spires offering challenging hikes with stunning views.,$$$,8,"adventure,hiking,climbing,scenic","https://source.unsplash.com/800x600/?The,Pitons,St,Lucia"
Boiling Lake,Dominica,15.35,-61.2917,Hiking,"A challenging hike to a unique, bubbling volcanic lake.",$$$,6,"adventure,hiking,volcano,unique","https://source.unsplash.com/800x600/?Boiling,Lake,Dominica"
Arikok National Park,Aruba,12.503,-69.92,Hiking,"Discover diverse landscapes, caves, and rugged coastlines.",$$,5,"adventure,hiking,nature,caves","https://source.unsplash.com/800x600/?Arikok,National,Park,Aruba"
Blue Mountain Peak,Jamaica,18.05,-76.575,Hiking,Trek to Jamaica's highest point for breathtaking panoramic views.,$$,7,"adventure,hiking,mountains,scenic","https://source.unsplash.com/800x600/?Blue,Mountain,Peak,Jamaica"
The Baths National Park,British Virgin Islands,18.4294,-64.4454,Bouldering and exploring,Unique granite boulders forming grottoes and tidal pools.,$$,6,"adventure,bouldering,beach,exploring","https://source.unsplash.com/800x600/?The,Baths,National,Park,British,Virgin,Islands"
Main Ridge Forest Reserve,Trinidad and Tobago,11.3333,-60.6667,Hiking,Explore the oldest protected forest reserve in the Western Hemisphere.,$,4,"adventure,hiking,nature,wildlife","https://source.unsplash.com/800x600/?Main,Ridge,Forest,Reserve,Trinidad,and,Tobago"
Grand Etang National Park,Grenada,12.1333,-61.65,Hiking and birdwatching,Lush rainforest trails leading to crater lakes and waterfalls.,$,5,"hiking,nature,birdwatching,rainforest","https://source.unsplash.com/800x600/?Grand,Etang,National,Park,Grenada"
La Soufrière Volcano,Saint Vincent and the Grenadines,13.3333,-61.1833,Hiking and climbing,Active volcano hike with stunning views and challenging terrain.,$$$,6,"adventure,hiking,climbing,volcano","https://source.unsplash.com/800x600/?La,Soufrière,Volcano,Saint,Vincent,and,the,Grenadines"
ToroVerde Adventure Park,Puerto Rico,18.2947,-66.8566,Zip-lining and hiking,Home to one of the longest ziplines in the world.,$$$,6,"zip-lining,adventure,thrill,scenic","https://source.unsplash.com/800x600/?ToroVerde,Adventure,Park,Puerto,Rico"
Shinjuku Gyoen National Garden,Japan,35.685272,139.709442,Stroll through diverse garden styles and enjoy seasonal blooms.,"A tranquil oasis offering English, French, and traditional Japanese gardens.",$,7,"nature,relax,gardens,photography","https://source.unsplash.com/800x600/?Shinjuku,Gyoen,National,Garden,Japan"
"Takeshita Street, Harajuku",Japan,35.671653,139.702929,"Explore unique fashion boutiques, colorful street art, and quirky cafes.",The vibrant heart of Tokyo's youth fashion and pop culture.,$$,8,"shopping,youth culture,street fashion,unique food","https://source.unsplash.com/800x600/?Takeshita,Street,Harajuku,Japan"
Daan Forest Park,Taiwan,25.02966,121.53523,"Relax in green spaces, enjoy outdoor performances, and explore themed gardens.","Taipei's largest urban park, a green lung for the city.",$,6,"nature,relax,family-friendly,city green","https://source.unsplash.com/800x600/?Daan,Forest,Park,Taiwan"
Ximending,Taiwan,25.0374,121.5018,"Wander through bustling streets, admire street art, and shop for trendy goods.","Taipei's vibrant entertainment and shopping district, often called 'Harajuku of Taipei'.",$$,7,"shopping,entertainment,street art,nightlife","https://source.unsplash.com/800x600/?Ximending,Taiwan"
Hongdae Street Art,South Korea,37.5573,126.9241,"Discover vibrant murals, enjoy live street performances, and explore independent shops.","A youthful district known for its indie music, street art, and fashion.",$$,8,"street art,youth culture,music,shopping","https://source.unsplash.com/800x600/?Hongdae,Street,Art,South,Korea"
Bukchon Hanok Village,South Korea,37.58239,126.98361,Walk through traditional Korean houses (hanok) and enjoy scenic alleyways.,A historic village preserving traditional Korean architecture.,$,7,"culture,history,architecture,photography","https://source.unsplash.com/800x600/?Bukchon,Hanok,Village,South,Korea"
Tsim Sha Tsui Promenade,Hong Kong,22.29056,114.17392,"Admire the iconic Hong Kong skyline, enjoy the Avenue of Stars, and catch the Symphony of Lights.",A scenic waterfront promenade offering breathtaking city views.,$$,9,"views,cityscape,evening show,iconic","https://source.unsplash.com/800x600/?Tsim,Sha,Tsui,Promenade,Hong,Kong"
Chatuchak Weekend Market,Thailand,13.8005,100.5508,Shop for everything from clothing and souvenirs to local street food.,"One of the world's largest weekend markets, offering a vast array of goods.",$,8,"shopping,market,street food,bargains","https://source.unsplash.com/800x600/?Chatuchak,Weekend,Market,Thailand"
Hoan Kiem Lake,Vietnam,21.024,105.8515,"Stroll around the lake, visit Ngoc Son Temple, and explore the bustling Old Quarter nearby.","A picturesque lake in the heart of Hanoi, rich in legend and local life.",$,7,"scenic,culture,history,local life","https://source.unsplash.com/800x600/?Hoan,Kiem,Lake,Vietnam"
Senso-ji Temple and Nakamise-dori,Japan,35.714661,139.796783,Explore Tokyo's oldest temple and shop for traditional crafts and snacks on Nakamise-dori.,A historic Buddhist temple and a vibrant market street in Asakusa.,$$,9,"temple,shopping,traditional,culture","https://source.unsplash.com/800x600/?Sensoji,Temple,and,Nakamisedori,Japan"
Algarve Coast,Portugal,37.1016,-8.4001,Kayaking and Snorkeling,"Explore stunning sea caves and hidden beaches by kayak, then snorkel in clear waters.",$$,7,"adventure,coastal,nature,snorkeling","https://source.unsplash.com/800x600/?Algarve,Coast,Portugal"
